"DATE","ADMIN_DOSE1_DAILY","ADMIN_DOSE1_CUMULATIVE","ADMIN_DOSE2_DAILY","ADMIN_DOSE2_CUMULATIVE","ADMIN_SINGLE_DAILY","ADMIN_SINGLE_CUMULATIVE","ADMIN_ADDITIONAL1_DAILY","ADMIN_ADDITIONAL1_CUMULATIVE","ADMIN_ADDITIONAL2_DAILY","ADMIN_ADDITIONAL2_CUMULATIVE","ADMIN_ADDITIONAL_DAILY","ADMIN_ADDITIONAL_CUMULATIVE","ADMIN_BIVALENT_ADDITIONAL_DAILY","ADMIN_BIVALENT_ADDITIONAL_CUMULATIVE","ADMIN_ALLDOSES_DAILY","ADMIN_ALLDOSES_7DAYAVG","ADMIN_ALLDOSES_CUMULATIVE","ADMIN_ALLDOSES_PRIMARY","INCOMPLETE"
2021-07-26,10865,5018923,7010,4564360,856,437707,112,42260,20,8977,132,51471,0,0,18863,17754.43,10072494,10021257,0
2021-07-27,12059,5030982,8574,4572934,856,438563,140,42400,41,9018,182,51653,0,0,21671,17919.71,10094165,10042747,0
2021-07-28,12005,5042987,8057,4580991,950,439513,137,42537,29,9047,167,51820,0,0,21179,18100.86,10115344,10063760,0
2021-07-29,10925,5053912,7437,4588428,983,440496,138,42675,41,9088,183,52003,0,0,19528,17963.43,10134872,10083109,0
2021-07-30,14946,5068858,8014,4596442,1151,441647,187,42862,32,9120,221,52224,0,0,24332,18380.57,10159204,10107222,0
2021-07-31,9718,5078576,6325,4602767,815,442462,122,42984,20,9140,143,52367,0,0,17001,18677.86,10176205,10124081,0
2021-08-01,6497,5085073,3313,4606080,564,443026,81,43065,22,9162,103,52470,0,0,10477,19007.29,10186682,10134455,0
2021-08-02,13448,5098521,7154,4613234,845,443871,150,43215,19,9181,169,52639,0,0,21616,19400.57,10208298,10155902,0
2021-08-03,15401,5113922,8393,4621627,1109,444980,145,43360,39,9220,185,52824,0,0,25088,19888.71,10233386,10180806,0
2021-08-04,17253,5131175,8136,4629763,1454,446434,183,43543,36,9256,219,53043,0,0,27062,20729.14,10260448,10207649,0
2021-08-05,17881,5149056,7934,4637697,1371,447805,162,43705,22,9278,184,53227,0,0,27370,21849.43,10287818,10234835,0
2021-08-06,18172,5167228,8421,4646118,1230,449035,171,43876,32,9310,203,53430,0,0,28026,22377.14,10315844,10262658,0
2021-08-07,13376,5180604,6019,4652137,800,449835,105,43981,29,9339,134,53564,0,0,20329,22852.57,10336173,10282853,0
2021-08-08,9309,5189913,3834,4655971,400,450235,84,44065,10,9349,94,53658,0,0,13637,23304,10349810,10296396,0
2021-08-09,21334,5211247,8529,4664500,965,451200,178,44243,34,9383,213,53871,0,0,31041,24650.43,10380851,10327225,0
2021-08-10,18945,5230192,9333,4673833,946,452146,180,44423,33,9416,214,54085,0,0,29438,25271.86,10410289,10356450,0
2021-08-11,15644,5245836,8312,4682145,853,452999,132,44555,46,9462,179,54264,0,0,24988,24975.57,10435277,10381260,0
2021-08-12,15048,5260884,8990,4691135,942,453941,179,44734,36,9498,217,54481,0,0,25197,24665.14,10460474,10406242,0
2021-08-13,14912,5275796,9295,4700430,919,454860,247,44981,38,9536,286,54767,0,0,25413,24291.86,10485887,10431370,0
2021-08-14,10392,5286188,6412,4706842,625,455485,537,45518,41,9577,581,55348,0,0,18010,23960.57,10503897,10448802,0
2021-08-15,6687,5292875,4484,4711326,676,456161,568,46086,33,9610,605,55953,0,0,12452,23791.29,10516349,10460653,0
2021-08-16,15697,5308572,9312,4720638,1149,457310,1330,47416,66,9676,1401,57354,0,0,27559,23293.86,10543908,10486816,0
2021-08-17,17755,5326327,10457,4731095,1229,458539,1778,49194,85,9761,1878,59232,0,0,31319,23562.57,10575227,10516272,0
2021-08-18,17478,5343805,10382,4741477,1262,459801,2003,51197,91,9852,2105,61337,0,0,31227,24453.86,10606454,10545405,0
2021-08-19,16283,5360088,9530,4751007,1315,461116,1962,53159,69,9921,2045,63382,0,0,29173,25021.86,10635627,10572547,0
2021-08-20,16261,5376349,11544,4762551,1252,462368,1869,55028,87,10008,1970,65352,0,0,31027,25823.86,10666654,10601618,0
2021-08-21,11141,5387490,8039,4770590,878,463246,1069,56097,53,10061,1129,66481,0,0,21187,26277.71,10687841,10621683,0
2021-08-22,4076,5391566,3902,4774492,261,463507,520,56617,33,10094,557,67038,0,0,8796,25755.43,10696637,10629926,0
2021-08-23,15570,5407136,11811,4786303,1022,464529,1553,58170,77,10171,1643,68681,0,0,30047,26110.86,10726684,10658343,0
2021-08-24,16907,5424043,12597,4798900,1007,465536,1777,59947,82,10253,1867,70548,0,0,32378,26262.14,10759062,10688862,0
2021-08-25,14560,5438603,12456,4811356,1112,466648,1572,61519,82,10335,1669,72217,0,0,29797,26057.86,10788859,10717005,0
2021-08-26,16143,5454746,14101,4825457,1070,467718,1781,63300,71,10406,1864,74081,0,0,33178,26630,10822037,10748331,0
2021-08-27,14869,5469615,14828,4840285,971,468689,1678,64978,76,10482,1762,75843,0,0,32430,26830.43,10854467,10779007,0
2021-08-28,10675,5480290,11523,4851808,835,469524,1022,66000,47,10529,1070,76913,0,0,24103,27247,10878570,10802041,0
2021-08-29,7209,5487499,7499,4859307,541,470065,782,66782,58,10587,849,77762,0,0,16098,28290.14,10894668,10817299,0
2021-08-30,15508,5503007,16933,4876240,1076,471141,1800,68582,94,10681,1902,79664,0,0,35419,29057.57,10930087,10850824,0
2021-08-31,15498,5518505,15962,4892202,952,472093,1983,70565,90,10771,2083,81747,0,0,34495,29360,10964582,10883246,0
2021-09-01,14823,5533328,14112,4906314,1020,473113,1815,72380,62,10833,1887,83634,0,0,31842,29652.14,10996424,10913211,0
2021-09-02,14307,5547635,12524,4918838,896,474009,1719,74099,65,10898,1800,85434,0,0,29527,29130.57,11025951,10940954,0
2021-09-03,14993,5562628,14315,4933153,974,474983,1903,76002,72,10970,1981,87415,0,0,32263,29106.71,11058214,10971242,0
2021-09-04,9641,5572269,9405,4942558,688,475671,981,76983,34,11004,1020,88435,0,0,20754,28628.29,11078968,10990981,0
2021-09-05,6790,5579059,5512,4948070,438,476109,720,77703,18,11022,739,89174,0,0,13479,28254.14,11092447,11003722,0
2021-09-06,5195,5584254,4511,4952581,358,476467,274,77977,11,11033,287,89461,0,0,10351,24673,11102798,11013788,0
2021-09-07,15559,5599813,17698,4970279,912,477379,1564,79541,95,11128,1667,91128,0,0,35836,24864.57,11138634,11047965,0
2021-09-08,16145,5615958,14830,4985109,1069,478448,1785,81326,84,11212,1880,93008,0,0,33924,25162,11172558,11080020,0
2021-09-09,16092,5632050,14759,4999868,1048,479496,1922,83248,78,11290,2011,95019,0,0,33910,25788.14,11206468,11111930,0
2021-09-10,18347,5650397,15403,5015271,1207,480703,1982,85230,82,11372,2071,97090,0,0,37028,26468.86,11243496,11146894,0
2021-09-11,12625,5663022,10351,5025622,958,481661,1035,86265,50,11422,1091,98181,0,0,25025,27079,11268521,11170834,0
2021-09-12,8532,5671554,5053,5030675,765,482426,694,86959,32,11454,727,98908,0,0,15077,27307.29,11283598,11185185,0
2021-09-13,16918,5688472,12968,5043643,976,483402,1662,88621,52,11506,1724,100632,0,0,32586,30483.71,11316184,11216057,0
2021-09-14,16259,5704731,13677,5057320,887,484289,1603,90224,57,11563,1672,102304,0,0,32495,30006.43,11348679,11246892,0
2021-09-15,15508,5720239,12899,5070219,727,485016,1575,91799,85,11648,1669,103973,0,0,30803,29560.57,11379482,11276035,0
2021-09-16,15327,5735566,13915,5084134,1209,486225,1473,93272,70,11718,1550,105523,0,0,32001,29287.86,11411483,11306493,0
2021-09-17,14424,5749990,13952,5098086,922,487147,1850,95122,60,11778,1912,107435,0,0,31210,28456.71,11442693,11335793,0
2021-09-18,9984,5759974,10189,5108275,913,488060,1055,96177,42,11820,1101,108536,0,0,22187,28051.29,11464880,11356883,0
2021-09-19,6168,5766142,6077,5114352,558,488618,749,96926,28,11848,782,109318,0,0,13585,27838.14,11478465,11369691,0
2021-09-20,12659,5778801,12634,5126986,1068,489686,1928,98854,62,11910,1999,111317,0,0,28361,27234.57,11506826,11396062,0
2021-09-21,12216,5791017,12771,5139757,1108,490794,2037,100891,82,11992,2135,113452,0,0,28230,26625.29,11535056,11422173,0
2021-09-22,12814,5803831,12010,5151767,1089,491883,1691,102582,69,12061,1766,115218,0,0,27679,26179,11562735,11448092,0
2021-09-23,14915,5818746,12769,5164536,1639,493522,2275,104857,76,12137,2358,117576,0,0,31681,26133.29,11594416,11477422,0
2021-09-24,16586,5835332,13366,5177902,1636,495158,4632,109489,127,12264,4777,122353,0,0,36365,26869.71,11630781,11509028,0
2021-09-25,10520,5845852,9034,5186936,1017,496175,3462,112951,84,12348,3562,125915,0,0,24133,27147.71,11654914,11529615,0
2021-09-26,6287,5852139,5768,5192704,773,496948,2424,115375,62,12410,2498,128413,0,0,15326,27396.43,11670240,11542455,0
2021-09-27,14126,5866265,8066,5200770,1155,498103,9087,124462,165,12575,9301,137714,0,0,32649,28009,11702889,11565852,0
2021-09-28,11100,5877365,11790,5212560,901,499004,9937,134399,183,12758,10159,147873,0,0,33950,28826.14,11736839,11589682,0
2021-09-29,11587,5888952,12196,5224756,1204,500208,9464,143863,176,12934,9674,157547,0,0,34661,29823.57,11771500,11614703,0
2021-09-30,12211,5901163,12611,5237367,1337,501545,9767,153630,184,13118,9985,167532,0,0,36144,30461.14,11807644,11640896,0
2021-10-01,12610,5913773,13431,5250798,1284,502829,10295,163925,157,13275,10490,178022,0,0,37815,30668.29,11845459,11668259,0
2021-10-02,7715,5921488,9983,5260781,865,503694,4249,168174,82,13357,4355,182377,0,0,22918,30494.71,11868377,11686846,0
2021-10-03,5054,5926542,6158,5266939,593,504287,2625,170799,60,13417,2695,185072,1,1,14501,30376.86,11882878,11698661,0
2021-10-04,9896,5936438,11018,5277957,914,505201,9540,180339,151,13568,9727,194799,0,1,31555,30220.57,11914433,11720525,0
2021-10-05,10131,5946569,11735,5289692,972,506173,9960,190299,181,13749,10185,204984,1,2,33024,30088.29,11947457,11743407,0
2021-10-06,9865,5956434,11051,5300743,937,507110,9955,200254,163,13912,10155,215139,0,2,32009,29709.43,11979466,11765298,0
2021-10-07,9591,5966025,12155,5312898,850,507960,10186,210440,180,14092,10400,225539,0,2,32996,29259.71,12012462,11787928,0
2021-10-08,9425,5975450,12182,5325080,940,508900,10927,221367,166,14258,11132,236671,0,2,33679,28668.86,12046141,11810514,0
2021-10-09,6224,5981674,8241,5333321,643,509543,4132,225499,91,14349,4240,240911,0,2,19348,28158.86,12065489,11825639,0
2021-10-10,3529,5985203,5028,5338349,458,510001,2439,227938,48,14397,2495,243406,0,2,11510,27731.57,12076999,11834662,0
2021-10-11,7587,5992790,9341,5347690,728,510729,8910,236848,166,14563,9100,252506,0,2,26756,27046,12103755,11852342,0
2021-10-12,8043,6000833,10998,5358688,891,511620,10538,247386,189,14752,10767,263273,0,2,30699,26713.86,12134454,11872314,0
2021-10-13,7125,6007958,10149,5368837,869,512489,8815,256201,184,14936,9029,272302,0,2,27172,26022.86,12161626,11890487,0
2021-10-14,7402,6015360,11118,5379955,837,513326,10135,266336,169,15105,10344,282646,0,2,29701,25552.14,12191327,11909884,0
2021-10-15,7702,6023062,11858,5391813,823,514149,10861,277197,177,15282,11071,293717,0,2,31454,25234.29,12222781,11930300,0
2021-10-16,4853,6027915,7466,5399279,665,514814,3854,281051,67,15349,3933,297650,0,2,16917,24887,12239698,11943296,0
2021-10-17,3047,6030962,4470,5403749,411,515225,2462,283513,45,15394,2514,300164,0,2,10442,24734.43,12250140,11951231,0
2021-10-18,7014,6037976,10672,5414421,797,516022,9501,293014,188,15582,9723,309887,0,2,28206,24941.57,12278346,11969748,0
2021-10-19,6545,6044521,8945,5423366,803,516825,9110,302124,181,15763,9332,319219,1,3,25626,24216.86,12303972,11986082,0
2021-10-20,6512,6051033,9373,5432739,975,517800,10005,312129,181,15944,10224,329443,2,5,27085,24204.43,12331057,12002979,0
2021-10-21,7001,6058034,9386,5442125,857,518657,10874,323003,159,16103,11068,340511,1,6,28313,24006.14,12359370,12020258,0
2021-10-22,8074,6066108,10346,5452471,1025,519682,16377,339380,229,16332,16660,357171,0,6,36105,24670.57,12395475,12039757,0
2021-10-23,5149,6071257,6452,5458923,690,520372,9141,348521,117,16449,9279,366450,0,6,21570,25335.29,12417045,12052069,0
2021-10-24,3246,6074503,3967,5462890,766,521138,6177,354698,82,16531,6285,372735,0,6,14264,25881.29,12431309,12060074,0
2021-10-25,8866,6083369,8747,5471637,1152,522290,19289,373987,306,16837,19666,392401,0,6,38431,27342,12469740,12078910,0
2021-10-26,8143,6091512,7724,5479361,1258,523548,17318,391305,284,17121,17672,410073,0,6,34797,28652.14,12504537,12096105,0
2021-10-27,10492,6102004,8392,5487753,1604,525152,20901,412206,334,17455,21306,431379,0,6,41794,30753.43,12546331,12116664,0
2021-10-28,11255,6113259,8029,5495782,1793,526945,20906,433112,330,17785,21305,452684,0,6,42382,32763.29,12588713,12137810,0
2021-10-29,11799,6125058,8227,5504009,1967,528912,22580,455692,356,18141,23008,475692,1,7,45003,34034.43,12633716,12159876,0
2021-10-30,4592,6129650,5062,5509071,932,529844,11206,466898,168,18309,11414,487106,0,7,22000,34095.86,12655716,12170502,0
2021-10-31,2643,6132293,2699,5511770,544,530388,6652,473550,107,18416,6782,493888,1,8,12668,33867.86,12668384,12176410,0
2021-11-01,7065,6139358,6952,5518722,1085,531473,20437,493987,341,18757,20838,514726,1,9,35941,33512.14,12704325,12191572,0
2021-11-02,6520,6145878,6587,5525309,1055,532528,20823,514810,282,19039,21183,535909,0,9,35346,33590.57,12739671,12205813,0
2021-11-03,6781,6152659,6676,5531985,1025,533553,20692,535502,315,19354,21083,556992,0,9,35567,32701,12775238,12220373,0
2021-11-04,9250,6161909,6275,5538260,995,534548,22430,557932,355,19709,22868,579860,0,9,39388,32273.29,12814626,12236976,0
2021-11-05,11013,6172922,6717,5544977,1049,535597,23813,581745,361,20070,24258,604118,0,9,43037,31992.43,12857663,12255839,0
2021-11-06,11136,6184058,4051,5549028,593,536190,12616,594361,179,20249,12832,616950,0,9,28612,32937,12886275,12271656,0
2021-11-07,7222,6191280,2287,5551315,577,536767,7126,601487,98,20347,7239,624189,0,9,17325,33602.29,12903600,12281757,0
2021-11-08,15015,6206295,5678,5556993,862,537629,19544,621031,290,20637,19902,644091,1,10,41458,34390.43,12945058,12303380,0
2021-11-09,16098,6222393,5384,5562377,658,538287,20566,641597,284,20921,20932,665023,0,10,43072,35494.14,12988130,12325602,0
2021-11-10,16858,6239251,5321,5567698,682,538969,22725,664322,295,21216,23090,688113,0,10,45951,36977.57,13034081,12348533,0
2021-11-11,12486,6251737,5186,5572884,760,539729,22164,686486,295,21511,22528,710641,0,10,40960,37202.14,13075041,12367034,0
2021-11-12,16818,6268555,5684,5578568,705,540434,23489,709975,360,21871,23927,734568,1,11,47135,37787.57,13122176,12390319,0
2021-11-13,9915,6278470,3660,5582228,464,540898,13369,723344,185,22056,13598,748166,0,11,27637,37648.29,13149813,12404402,0
2021-11-14,5977,6284447,2285,5584513,324,541222,7959,731303,82,22138,8062,756228,0,11,16648,37551.57,13166461,12413009,0
2021-11-15,13167,6297614,5974,5590487,688,541910,25183,756486,370,22508,25632,781860,0,11,45461,38123.43,13211922,12432917,0
2021-11-16,9872,6307486,5777,5596264,652,542562,30743,787229,446,22954,31267,813127,0,11,47570,38766,13259492,12449298,0
2021-11-17,10200,6317686,6668,5602932,680,543242,31524,818753,431,23385,32045,845172,0,11,49593,39286.29,13309085,12466936,0
2021-11-18,10629,6328315,6522,5609454,854,544096,33128,851881,472,23857,33697,878869,0,11,51702,40820.86,13360787,12485038,0
2021-11-19,11893,6340208,6549,5616003,707,544803,36374,888255,474,24331,36939,915808,0,11,56088,42099.86,13416875,12504278,0
2021-11-20,9276,6349484,3413,5619416,512,545315,22582,910837,263,24594,22897,938705,0,11,36098,43308.57,13452973,12517531,0
2021-11-21,4890,6354374,1887,5621303,288,545603,13252,924089,157,24751,13434,952139,1,12,20500,43858.86,13473473,12524621,0
2021-11-22,10317,6364691,5782,5627085,748,546351,36032,960121,453,25204,36577,988716,0,12,53424,44996.43,13526897,12541560,0
2021-11-23,9674,6374365,4780,5631865,632,546983,33622,993743,390,25594,34084,1022800,0,12,49171,45225.14,13576068,12556719,0
2021-11-24,8611,6382976,4747,5636612,648,547631,26004,1019747,292,25886,26367,1049167,1,13,40374,43908.14,13616442,12570796,0
2021-11-25,447,6383423,329,5636941,80,547711,1004,1020751,9,25895,1013,1050180,0,13,1869,36789.14,13618311,12571652,0
2021-11-26,7990,6391413,7005,5643946,528,548239,26654,1047405,312,26207,27024,1077204,0,13,42547,34854.71,13660858,12587233,0
2021-11-27,6635,6398048,6861,5650807,370,548609,18897,1066302,229,26436,19164,1096368,0,13,33031,34416.57,13693889,12601138,0
2021-11-28,4027,6402075,5791,5656598,279,548888,11946,1078248,123,26559,12089,1108457,0,13,22186,34657.43,13716075,12611255,0
2021-11-29,8994,6411069,11017,5667615,684,549572,35167,1113415,459,27018,35704,1144161,1,14,56400,35082.57,13772475,12632028,0
2021-11-30,10392,6421461,11446,5679061,510,550082,37891,1151306,507,27525,38511,1182672,0,14,60859,36752.29,13833334,12654489,0
2021-12-01,11056,6432517,10981,5690042,724,550806,40496,1191802,443,27968,41037,1223709,0,14,63800,40098.86,13897134,12677350,0
2021-12-02,11515,6444032,11055,5701097,625,551431,42349,1234151,475,28443,42922,1266631,0,14,66117,49277.14,13963251,12700643,0
2021-12-03,13342,6457374,12912,5714009,665,552096,48120,1282271,546,28989,48769,1315400,1,15,75689,54011.71,14038940,12727665,0
2021-12-04,9740,6467114,11322,5725331,564,552660,30774,1313045,314,29303,31142,1346542,0,15,52768,56831.29,14091708,12749345,0
2021-12-05,5691,6472805,5703,5731034,270,552930,16716,1329761,132,29435,16884,1363426,0,15,28549,57740.29,14120257,12761046,0
2021-12-06,12202,6485007,9991,5741025,599,553529,43394,1373155,470,29905,43956,1407382,0,15,66749,59218.71,14187006,12783931,0
2021-12-07,12474,6497481,9259,5750284,623,554152,43204,1416359,523,30428,43816,1451198,0,15,66172,59977.71,14253178,12806376,0
2021-12-08,13426,6510907,8780,5759064,555,554707,40925,1457284,496,30924,41503,1492701,0,15,64264,60044,14317442,12829219,0
2021-12-09,13369,6524276,8757,5767821,551,555258,40981,1498265,506,31430,41586,1534287,0,15,64264,59779.29,14381706,12851996,0
2021-12-10,13926,6538202,10161,5777982,666,555924,43822,1542087,543,31973,44453,1578740,0,15,69206,58853.14,14450912,12876837,0
2021-12-11,10194,6548396,8154,5786136,405,556329,26779,1568866,293,32266,27122,1605862,0,15,45876,57868.57,14496788,12895641,0
2021-12-12,5971,6554367,3857,5789993,287,556616,15208,1584074,137,32403,15370,1621232,0,15,25485,57430.86,14522273,12905781,0
2021-12-13,12099,6566466,7437,5797430,655,557271,38040,1622114,407,32810,38531,1659763,0,15,58722,56284.14,14580995,12926056,0
2021-12-14,12131,6578597,6948,5804378,730,558001,38293,1660407,451,33261,38812,1698575,0,15,58622,55205.57,14639617,12945934,0
2021-12-15,11978,6590575,6247,5810625,754,558755,38290,1698697,498,33759,38869,1737444,0,15,57849,54289.14,14697466,12964995,0
2021-12-16,13061,6603636,4265,5814890,737,559492,41256,1739953,472,34231,41802,1779246,0,15,59865,53660.71,14757331,12983132,0
2021-12-17,15823,6619459,6945,5821835,617,560109,46954,1786907,489,34720,47540,1826786,0,15,70925,53906.29,14828256,13006614,0
2021-12-18,12934,6632393,5733,5827568,432,560541,30712,1817619,281,35001,31050,1857836,1,16,50149,54516.71,14878405,13025769,0
2021-12-19,6957,6639350,2995,5830563,326,560867,18058,1835677,181,35182,18270,1876106,0,16,28548,54954.29,14906953,13036078,0
2021-12-20,16702,6656052,5856,5836419,745,561612,47657,1883334,585,35767,48323,1924429,0,16,71626,56797.71,14978579,13059462,0
2021-12-21,17829,6673881,6577,5842996,806,562418,49079,1932413,610,36377,49768,1974197,0,16,74981,59134.71,15053560,13084754,0
2021-12-22,18472,6692353,6555,5849551,938,563356,49846,1982259,549,36926,50474,2024671,1,17,76440,61790.57,15130000,13110798,0
2021-12-23,18929,6711282,6488,5856039,929,564285,46031,2028290,543,37469,46640,2071311,0,17,72986,63665,15202986,13137210,0
2021-12-24,9179,6720461,2958,5858997,598,564883,20660,2048950,213,37682,20908,2092219,0,17,33643,58339,15236629,13149980,0
2021-12-25,342,6720803,63,5859060,31,564914,427,2049377,8,37690,436,2092655,0,17,872,51299.43,15237501,13150417,0
2021-12-26,7913,6728716,3933,5862993,341,565255,17320,2066697,179,37869,17530,2110185,0,17,29717,51466.43,15267218,13162635,0
2021-12-27,21699,6750415,9212,5872205,934,566189,43574,2110271,572,38441,44219,2154404,0,17,76064,52100.43,15343282,13194553,0
2021-12-28,20048,6770463,8345,5880550,700,566889,47713,2157984,629,39070,48431,2202835,0,17,77524,52463.71,15420806,13223735,0
2021-12-29,18426,6788889,7674,5888224,606,567495,45701,2203685,497,39567,46273,2249108,0,17,72979,51969.29,15493785,13250516,0
2021-12-30,16809,6805698,7444,5895668,588,568083,44945,2248630,600,40167,45634,2294742,0,17,70476,51610.71,15564261,13275447,0
2021-12-31,5340,6811038,2819,5898487,193,568276,14800,2263430,189,40356,15011,2309753,0,17,23363,50142.14,15587624,13283821,0
2022-01-01,244,6811282,149,5898636,12,568288,504,2263934,36,40392,544,2310297,0,17,949,50153.14,15588573,13284230,0
2022-01-02,6402,6817684,5020,5903656,153,568441,11011,2274945,111,40503,11137,2321434,0,17,22712,49152.43,15611285,13295820,0
2022-01-03,14074,6831758,8527,5912183,515,568956,27036,2301981,350,40853,27430,2348864,2,19,50548,45507.29,15661833,13318980,0
2022-01-04,12767,6844525,8129,5920312,414,569370,27318,2329299,371,41224,27748,2376612,12,31,49067,41442,15710900,13340346,0
2022-01-05,11281,6855806,7034,5927346,386,569756,26040,2355339,316,41540,26400,2403012,0,31,45102,37459.57,15756002,13359092,0
2022-01-06,11305,6867111,7400,5934746,485,570241,27685,2383024,360,41900,28097,2431109,2,33,47288,34147,15803290,13378333,0
2022-01-07,10112,6877223,8458,5943204,339,570580,25247,2408271,332,42232,25613,2456722,0,33,44523,37169.86,15847813,13397277,0
2022-01-08,7640,6884863,8605,5951809,311,570891,19648,2427919,192,42424,19857,2476579,0,33,36414,42236.29,15884227,13413851,0
2022-01-09,4101,6888964,3844,5955653,214,571105,10084,2438003,98,42522,10193,2486772,1,34,18355,41613.86,15902582,13422023,0
2022-01-10,10131,6899095,8204,5963857,490,571595,24658,2462661,309,42831,25018,2511790,1,35,43843,40656,15946425,13440898,0
2022-01-11,8828,6907923,7990,5971847,522,572117,21086,2483747,298,43129,21428,2533218,0,35,38772,39185.29,15985197,13458286,0
2022-01-12,8887,6916810,8334,5980181,427,572544,22411,2506158,294,43423,22740,2555958,1,36,40390,38512.14,16025587,13475970,0
2022-01-13,8979,6925789,8872,5989053,451,572995,22966,2529124,340,43763,23344,2579302,1,37,41649,37706.57,16067236,13494312,0
2022-01-14,10053,6935842,8128,5997181,474,573469,26494,2555618,342,44105,26878,2606180,0,37,45533,37850.86,16112769,13513009,0
2022-01-15,6182,6942024,4320,6001501,180,573649,15174,2570792,185,44290,15382,2621562,0,37,26064,36372.29,16138833,13523714,0
2022-01-16,2887,6944911,3251,6004752,95,573744,7845,2578637,89,44379,7944,2629506,0,37,14178,35775.57,16153011,13529958,0
2022-01-17,6032,6950943,6760,6011512,363,574107,14727,2593364,224,44603,14969,2644475,0,37,28124,33530,16181135,13543131,0
2022-01-18,8107,6959050,10327,6021839,393,574500,19716,2613080,329,44932,20076,2664551,0,37,38903,33548.71,16220038,13561989,0
2022-01-19,7403,6966453,9266,6031105,303,574803,17763,2630843,285,45217,18080,2682631,1,38,35053,32786.29,16255091,13578993,0
2022-01-20,6220,6972673,8570,6039675,305,575108,15308,2646151,257,45474,15592,2698223,0,38,30688,31220.43,16285779,13594116,0
2022-01-21,7509,6980182,7524,6047199,276,575384,18553,2664704,294,45768,18872,2717095,1,39,34181,29598.71,16319960,13609449,0
2022-01-22,5172,6985354,4953,6052152,132,575516,11345,2676049,132,45900,11502,2728597,0,39,21759,28983.71,16341719,13619731,0
2022-01-23,2778,6988132,3337,6055489,97,575613,6252,2682301,78,45978,6338,2734935,0,39,12550,28751.14,16354269,13625951,0
2022-01-24,6320,6994452,8216,6063705,262,575875,15103,2697404,253,46231,15383,2750318,0,39,30182,29045.14,16384451,13640777,0
2022-01-25,6135,7000587,7959,6071664,230,576105,14742,2712146,294,46525,15070,2765388,0,39,29394,27686.71,16413845,13655135,0
2022-01-26,5708,7006295,7190,6078854,288,576393,14046,2726192,225,46750,14299,2779687,0,39,27485,26605.57,16441330,13668349,0
2022-01-27,5206,7011501,7099,6085953,320,576713,14124,2740316,241,46991,14404,2794091,0,39,27029,26082.86,16468359,13681013,0
2022-01-28,6209,7017710,7887,6093840,205,576918,16163,2756479,245,47236,16431,2810522,1,40,30733,25590.29,16499092,13695337,0
2022-01-29,834,7018544,729,6094569,28,576946,2544,2759023,40,47276,2587,2813109,0,40,4178,23078.71,16503270,13696931,0
2022-01-30,2071,7020615,3025,6097594,103,577049,4557,2763580,64,47340,4625,2817734,0,40,9824,22689.29,16513094,13702134,0
2022-01-31,4971,7025586,6598,6104192,219,577268,11415,2774995,206,47546,11636,2829370,0,40,23424,21723.86,16536518,13713937,0
2022-02-01,4796,7030382,6457,6110649,220,577488,10740,2785735,224,47770,10982,2840352,1,41,22456,20732.71,16558974,13725428,0
2022-02-02,4243,7034625,5939,6116588,212,577700,11261,2796996,243,48013,11522,2851874,0,41,21916,19937.14,16580890,13735840,0
2022-02-03,4200,7038825,5819,6122407,216,577916,11238,2808234,207,48220,11471,2863345,1,42,21707,19176.86,16602597,13746101,0
2022-02-04,4729,7043554,7121,6129528,214,578130,13251,2821485,241,48461,13517,2876862,0,42,25581,18440.86,16628178,13758190,0
2022-02-05,3554,7047108,6081,6135609,110,578240,8606,2830091,159,48620,8780,2885642,0,42,18525,20490.43,16646703,13767950,0
2022-02-06,2048,7049156,2138,6137747,120,578360,4652,2834743,105,48725,4761,2890403,0,42,9068,20382.43,16655771,13772261,0
2022-02-07,4118,7053274,4751,6142498,205,578565,10152,2844895,238,48963,10415,2900818,0,42,19489,19820.29,16675260,13781360,0
2022-02-08,4182,7057456,5608,6148106,214,578779,11355,2856250,315,49278,11695,2912513,0,42,21699,19712.14,16696959,13791389,0
2022-02-09,4105,7061561,5405,6153511,221,579000,11686,2867936,259,49537,11969,2924482,0,42,21700,19681.29,16718659,13801144,0
2022-02-10,3962,7065523,5129,6158640,243,579243,12214,2880150,294,49831,12538,2937020,0,42,21872,19704.86,16740531,13810508,0
2022-02-11,4489,7070012,5812,6164452,195,579438,13757,2893907,327,50158,14116,2951136,0,42,24612,19566.43,16765143,13821036,0
2022-02-12,3236,7073248,4353,6168805,97,579535,8826,2902733,219,50377,9056,2960192,0,42,16742,19311.71,16781885,13828733,0
2022-02-13,1510,7074758,1543,6170348,41,579576,4887,2907620,115,50492,5007,2965199,0,42,8101,19173.57,16789986,13831832,0
2022-02-14,2957,7077715,3634,6173982,167,579743,10589,2918209,332,50824,10948,2976147,1,43,17707,18919,16807693,13838617,0
2022-02-15,3515,7081230,4076,6178058,174,579917,12806,2931015,292,51116,13114,2989261,0,43,20879,18801.86,16828572,13846398,0
2022-02-16,3612,7084842,3913,6181971,199,580116,15769,2946784,299,51415,16103,3005364,0,43,23827,19105.71,16852399,13854157,0
2022-02-17,3986,7088828,4082,6186053,162,580278,18371,2965155,375,51790,18776,3024140,0,43,27006,19839.14,16879405,13862417,0
